day_offset,range,column,leaf_angle_alpha,leaf_angle_beta,leaf_angle_chi,leaf_angle_mean,per_cultivar_gboost,canopy_height,abserror_per_cultivar_gboost,cultivar,avg_error_per_cultivar_gboost
46,29,6,1.983972729,1.59898917401,1.7257289967700002,0.461476022434,185.53008889101997,175.0,6.017193652011413,PI297155,14.554911231425102
47,29,6,3.04079629685,1.7810133188,2.01036007724,0.408125965538,180.31951641182,167.0,7.975758330431132,PI297155,14.554911231425102
55,29,6,1.0965675591,1.22443429852,1.53173613945,0.515212046275,222.65541780531998,232.0,4.027837152879317,PI297155,14.554911231425102
57,29,6,1.12318387125,1.20663816123,1.5990508749399999,0.504115785532,228.51731184441996,241.0,5.17953865376765,PI297155,14.554911231425102
58,29,6,1.1052147748999999,1.2084375372,1.5617260157700001,0.509394206703,230.47127652412,244.0,5.54455880159017,PI297155,14.554911231425102
60,29,6,3.07742397191,1.6969438428999999,2.15973604789,0.37735039454,233.72788432362,249.0,6.133379789710842,PI297155,14.554911231425102
61,29,6,1.22851878662,1.32604769979,1.5185264508200005,0.51349834488,236.33317056322,253.0,6.587679619280634,PI297155,14.554911231425102
54,10,4,4.23815678013,1.6257737917700001,2.79456789714,0.294422543437,228.51731184441996,241.0,5.17953865376765,PI297155,14.554911231425102
68,29,6,1.01282158575,1.71268798962,1.0049917803200001,0.622596319764,256.52413892012,284.0,9.67459897178874,PI297155,14.554911231425102
17,13,2,3.3010465339599997,2.1598234236900002,1.83852427842,0.42586598523599994,31.701857460785714,19.0,66.85188137255639,PI297171,37.33676796500039
18,13,2,3.41966663619,2.1188857948099997,1.91643342282,0.40355623617499997,31.701857460785714,19.0,66.85188137255639,PI297171,37.33676796500039
19,13,2,2.6631139146200002,1.8843171604400002,1.7837399964900005,0.43814262023199996,32.353179020685715,20.0,61.765895103428576,PI297171,37.33676796500039
24,13,2,1.14180609787,1.28860458165,1.48829890278,0.522017918728,42.12300241918571,35.0,20.35143548338774,PI297171,37.33676796500039
34,13,2,4.49943589023,2.56984483463,1.9516404558000002,0.392942521567,79.8996528933857,93.0,14.08639473829494,PI297171,37.33676796500039
35,13,2,4.95916865695,2.24506120772,2.2882666451700002,0.342707846346,83.8075822527857,99.0,15.34587651233767,PI297171,37.33676796500039
36,30,6,3.04876701424,2.08146701301,1.83371622914,0.41530593353699996,86.41286849238571,103.0,16.104011172441055,PI297171,37.33676796500039
19,4,6,3.9480129892400004,2.41576796074,1.8915444201499998,0.404340602285,91.6292360262774,27.0,239.36754083806443,PI302252,25.70415422904388
24,34,11,3.7264834487900003,2.08969208041,2.05047363975,0.368188951664,104.00434566437744,46.0,126.09640361821184,PI302252,25.70415422904388
32,34,11,3.48734534504,2.15075948044,1.93865709928,0.391780799662,129.4058865004774,85.0,52.242219412326364,PI302252,25.70415422904388
33,34,11,3.50456674669,2.12362153937,1.9518907467200002,0.392478379609,132.66249429997742,90.0,47.40277144441936,PI302252,25.70415422904388
34,4,6,3.58952465519,2.22117838033,1.92489152528,0.394449821482,135.9191020994774,95.0,43.07273905208149,PI302252,25.70415422904388
35,34,11,3.6591180393300013,2.25243317749,1.93002882721,0.391851931664,142.43231769847742,105.0,35.6498263795023,PI302252,25.70415422904388
36,34,11,3.27752920754,2.05763281067,1.92220811932,0.399971780642,145.0376039380774,109.0,33.06202196153891,PI302252,25.70415422904388
38,34,11,4.7136444347,2.14070283035,2.33834761007,0.32220349563,157.4127135761774,128.0,22.97868248138859,PI302252,25.70415422904388
39,34,11,4.99272173085,2.18394633244,2.37034687253,0.322611402997,163.2746076152774,137.0,19.178545704582046,PI302252,25.70415422904388
40,34,11,4.9549742732099995,2.17180707553,2.35940626532,0.327141850398,167.1825369746774,143.0,16.910865017256917,PI302252,25.70415422904388
45,34,11,3.27904481269,1.8261427783000002,2.10999814632,0.37716601708999997,187.3735053315774,174.0,7.685922604354831,PI302252,25.70415422904388
113,4,6,1.88210340949,1.3998773896399999,1.8741463378799998,0.43743680578599997,288.3283471160774,329.0,12.362204523988634,PI302252,25.70415422904388
