canopy_height,cultivar,season,range,column,leaf_angle_mean,leaf_angle_alpha,leaf_angle_beta,leaf_angle_chi,date,day_offset,single_xgboost,abserror_single_xgboost,single_dtree,abserror_single_dtree,per_cultivar_gboost,abserror_per_cultivar_gboost
21.0,PI170787,4,27,5,0.368272491522,4.03220402931,2.2666747191,2.03358205731,2017-05-18 12:00:00,17,22.876301264576508,8.934767926554802,20.58974358974359,1.9536019536019467,21.00502938693072,0.023949461574852244
28.0,PI329435,4,20,12,0.381725305284,4.849096078500001,2.8092141055,1.94563554822,2017-05-18 12:00:00,17,25.48681502759093,8.975660615746683,27.5,1.7857142857142858,28.003905509422182,0.013948247936365224
27.0,PI154988,4,20,14,0.417371729528,3.3448135645,2.1987929668,1.84297532917,2017-05-18 12:00:00,17,21.973673181237196,18.616025254677055,20.58974358974359,23.74169040835707,27.004614379021746,0.017090292673132085
23.0,PI329710,4,41,13,0.411493938565,3.3745353366,2.1608478545,1.87131327063,2017-05-19 12:00:00,18,22.538512358927147,2.00646800466458,23.90625,3.9402173913043477,23.005356358371376,0.023288514658156723
14.0,PI569419,4,35,5,0.396738641475,4.15600080806,2.52500616027,1.90278470293,2017-05-19 12:00:00,18,15.555704915039879,11.112177964570565,20.857142857142858,48.9795918367347,14.002067420110658,0.014767286504697401
33.0,PI562732,4,39,9,0.402767080302,3.65615578851,2.26697809091,1.90241314806,2017-05-19 12:00:00,18,28.14867207503485,14.70099371201561,26.711111111111112,19.057239057239055,33.00555963280466,0.01684737213533901
27.0,PI329584,4,41,7,0.380504680505,4.02377426793,2.32241730068,1.98692650725,2017-05-19 12:00:00,18,23.81092912349862,11.811373616671775,26.711111111111112,1.0699588477366218,27.00492112236539,0.018226379131068303
28.0,PI569457,4,40,15,0.384735911044,3.7656122234199993,2.20961912952,1.98073825904,2017-05-19 12:00:00,18,23.424258120756594,16.341935283012166,26.711111111111112,4.6031746031746,28.00170224883045,0.006079460108754375
25.0,PI569452,4,37,6,0.429741969458,3.17706674894,2.09447585963,1.81596216388,2017-05-19 12:00:00,18,26.737649489431117,6.95059795772447,23.90625,4.375,25.005702556481097,0.022810225924388305
27.0,PI570431,4,37,3,0.438108070757,2.79114442949,1.96107247072,1.78450604354,2017-05-19 12:00:00,18,26.95206978569658,0.17751931223489026,23.90625,11.458333333333334,27.00202309321527,0.007492937834338472
31.0,PI276837,4,9,13,0.424580931558,2.92320342863,1.88543129762,1.88088999533,2017-05-19 12:00:00,18,30.761188696318857,0.7703590441327179,23.90625,22.883064516129032,31.00209312358907,0.0067520115776451275
26.0,PI641807,4,27,2,0.444378043382,3.18729454858,2.22763671745,1.7440033801599997,2017-05-19 12:00:00,18,23.25601462273324,10.553789912564465,23.90625,8.052884615384615,26.005377517477005,0.02068275952694056
25.0,PI655978,4,50,9,0.410112205802,3.23938710622,2.07464962229,1.8796761053,2017-05-19 12:00:00,18,25.024321159901355,0.09728463960541944,23.90625,4.375,25.004349104080166,0.017396416320664798
